name,website,actual-website,address,company-overview
Miss Milly,https://homeandgift.co.uk/exhibitor/miss-milly,www.missmilly.co.uk,"Worcester, United Kingdom","Miss Milly, the British brand for gorgeous, colourful jewellery and scarves, is looking forward to Harrogate and bringing with it a stunning array of bold designs featuring hearts, flowers, stars, leaves and abstract and geometric patterns. With brighter than usual colours overtaking the Autumn/Winter palette, the collection is the most eye-catching to date and still as reasonably priced as ever. Come and see this fantastic mix of beautifully crafted, stand-out jewellery and soft, tactile scarves. If you’ve not yet taken the plunge, our minimum order is only £100 and we’re more than happy to put a starter pack together for you. It’s in our mutual interest to supply you with best-sellers and co-ordinating pieces, working to any budget. We have a very loyal customer base for our ranges that are different and combine bold design with everyday wear-ability, and we offer a friendly, efficient customer service. Branded packaging and display stands also available."
Miss Shorthair,https://homeandgift.co.uk/exhibitor/miss-shorthair,www.shopmsh.co.uk,"Glasgow, United Kingdom",description
Miss Sparrow,https://homeandgift.co.uk/exhibitor/miss-sparrow,www.misssparrow.com,"City of London, United Kingdom","Welcome to Miss Sparrow; a brand full of fun, sophistication and style. Our philosophy is to make you feel fabulous all year round with our chic and stylish products. We’ll bring you unique, exciting and fashionable accessories, full of individuality to give you the confidence to be you.We are a helping hand who will do the hard work for you, so you don’t have to. We’ll keep your heads warm in winter, make your loved ones smile on birthdays, and we’ll make sure you are on trend in summer. Thank you for visiting Miss Sparrow, I hope you love our products as much as we do. Our full catalogue is online at www.misssparrow.com the full Autumn/Winter range will be available in stock and on our website by mid August."
MOSNEY MILL LTD,https://homeandgift.co.uk/exhibitor/mosney-mill-ltd,www.mosneymill.co.uk,"Preston, United Kingdom",description
Moult,https://homeandgift.co.uk/exhibitor/moult,www.moultengland.co.uk,"Brighton, United Kingdom",description
M/S Maharaja Art Palace,https://homeandgift.co.uk/exhibitor/ms-maharaja-art-palace,website,"Delhi, India",description
MSS Watch Company,https://homeandgift.co.uk/exhibitor/mss-watch-company,www.msswatch.co.uk,"Manchester, United Kingdom",Distributors for Danish Design and Jacob Jensen watches. We wil launch the MAM Original wooden watches at Home & Gift We have been in business for over 20 year and offer great designer led watches at affordable prices. We pride ourselves with fantastic customer services
Mustard & Gray,https://homeandgift.co.uk/exhibitor/mustard--gray,mustardandgray.com,"Shrewsbury, United Kingdom","We are Mustard and Gray, stationery and gift manufacturers based in rural Shropshire. Our brand was born in 2016 and has flourished into a thriving business, due to our passionate approach to the design and manufacture of unique giftware. This is our first time exhibiting at Home & Gift Fair, and we are incredibly excited to bring our unique style and products to this event showcasing our Top Sellers and New Season stock. We are the stand to visit if you are looking for something new and exciting. Why not pop by and pick up a catalogue? We look forward to your visit to our stand DP2-17 Alternatively, you can check out our website www.mustardandgray.com or contact our Sales Office by either telephone on 01743 627753 or email hello@mustardandgray"
My Doris,https://homeandgift.co.uk/exhibitor/my-doris,www.mydoris.co.uk,"Bury St Edmunds, United Kingdom",description
My Gifts Trade,https://homeandgift.co.uk/exhibitor/my-gifts-trade,www.mygiftstrade.co.uk,"Manchester, United Kingdom","My Gifts Trade - incorporating ECP Design - is a family run independent business based in the North West of England, with a growing range of award-winning gifts and homeware. Our standards are high - we seek out only the very best homeware and gift designers and product ranges, to ensure that our retail partners are always able to offer the very best to their own customers, whatever their personal taste and preference. NEW! We are delighted to be launching two fabulous new ranges of homewares and gifts, available in the UK for the first time. BLOND AMSTERDAM is fun, colourful, happy and delightfully feminine. Ceramics, gifts and partyware guaranteed to put a smile on your face. GUSTA housewares and cookware are one of Europe's leading players and available here for the first time - lifestyle products expensive in look but not in cost. Following the success of the 'I Like Birds' range of ceramics, textiles and kitchenware - with its eye-catching and quirky designs inspired by and featuring birds from the British Isles - we are delighted to extend this range with ""Birds & Blooms"", adding floral enhancements to Stuart Cox's stunning avian images. Costa Nova is a Portuguese brand dedicated to designing and manufacturing tableware and accessories made of fine stoneware from the best natural resources in Portugal. The range is very on trend and celebrates all that is irresistibly Mediterranean: the love of enjoying life, family, friends and good food. The extended Casafina range - inspired by the Italian way of life - adds tableware, glassware and further wonderful stoneware tableware designs. Sara Miller London brings more stunning designs to us this year with a complementary range of kitchen textiles and beautiful silk ladies accessories. These rich textures and beautiful vivid colours with fine detail are proving a sell-through hit with everyone. We are proud to extend our co-operation with the well-loved and established designs of Meg Hawkins - her stunning wildlife illustrations translated into ceramics and beautiful kitchen textiles. The quirky designs of Emma Lawrence - fun interpretations of farmyard animals and pets - are now available on a range of ceramics and kitchen accessories. A fabulous addition to any home. Finally, Bailey & Friends is a beautiful collection of giftware featuring our favourite pets and animals - new designs include the lovable cockapoo and Jack Russell."
Natural Partners Limited,https://homeandgift.co.uk/exhibitor/natural-partners-limited,www.naturalpartnersart.co.uk,"Redcar, United Kingdom","Natural Partners Limited is a family-run business established by Joe and Karen Cole. Based in Marske-by-Sea on the beautiful North Yorkshire coast, we have been publishing fine art greeting cards and prints since 2010. Joe grew up in a very artistic family - his mother was a secondary school art teacher while his late father, also called Joe, was a celebrated Senior Lecturer at Cleveland College of Art & Design who launched many successful art careers and who after his death became recognised as a leading British artist of his time. Despite this and an aunt and uncle who were artists, along with two cousins who have also forged successful art careers, Joe trained as a zoologist and had a long career in UK nature conservation charities. He thought he'd escaped from the art world, but it's steadily pulling him back to his roots! Having heard many tales of artists being poorly treated by agencies, we have been determined from the outset that all the artists that we work with will receive a fair financial return from every item that we sell. So, by buying from us you can be sure that you are directly supporting the artists whose work you choose. We are incredibly proud to be working with so many talented people and that number continues to grow as more and more artists are realising that by letting us take the strain of producing and promoting their cards and prints it allows them more time to do what they do so well. From small beginnings with a few cards for sale in a couple of local galleries, we now supply tens of thousands of cards and hundreds of prints each year to retailers throughout the UK and also in Ireland, Norway, Switzerland, Holland, Belgium, France, Germany, Canada, USA, Japan and Australia. We are always looking to supply more retailers, so if you are looking for beautiful, quality cards and prints that your customers will love, please have a look at what we offer."
Navigate Ltd,https://homeandgift.co.uk/exhibitor/navigate-ltd,www.navigate.ltd.uk,"Bishops Stortford, United Kingdom",description
Newcom Distributors Ltd,https://homeandgift.co.uk/exhibitor/newcom-distributors-ltd-38749363,www.etonwatches.com,"London, United Kingdom",description
N.J. Products Ltd,https://homeandgift.co.uk/exhibitor/nj-products-ltd,www.njproducts.co.uk,"Batley, United Kingdom","Once again this year at the Harrogate Home & Gift Show we are proud to introduce our best-selling Christmas product the Novelty Christmas printed toilet rolls! These toilet rolls are made from high quality 3 ply tissue and are supplied in a range of 24 designs. A perfect 'stocking' filler for under a fiver!!! You are most welcome to visit our stand and discuss about our special pallet rate for these Novelty rolls. We also have a lovely range of Christmas disposable tableware including the Linen Like soft feel Tablecovers which are water repellant and reusable - along with their matching 40cm napkins. Perfect accessories to enhance any Christmas dining occasion. There is a special offer on the tablecovers which includes a free spinner stand! Finally not forgetting our ranges of printed napkins and printed hankies in Everyday and Christmas designs along with seasonal confectionery bags, paper hankies and cellophane rolls. Why not pop by and pick up a catalogue? We look forward to your visit to our stand DP2-37 Alternatively, you can check out our website www.njproducts.co.uk or contact our Sales Office by either telephone on 01924 443763 or email info@njproducts.co.uk"
NN Inspirational Gifts,https://homeandgift.co.uk/exhibitor/nn-inspirational-gifts,website,"London, United Kingdom",description
Noa Jewellery,https://homeandgift.co.uk/exhibitor/noa-jewellery,www.noajewellery.com,"Cardiff, United Kingdom","NOA's jewellery is a unique marriage between silver, brass, aluminium, stainless steel and especially designed colourful ceramics and Walnut tiles that create a beautiful and truly different yet affordable collection. The range of tile designs can suit any style, age or season. NOA also offer a range of fabulous cufflinks for men. NOA's jewellery is handcrafted in the UK. Please request a download of our trade catalogue on our website."
Norse Lifestyle Ltd,https://homeandgift.co.uk/exhibitor/norse-lifestyle-ltd,website,"Aberdare, United Kingdom",description
Nostara Ltd,https://homeandgift.co.uk/exhibitor/nostara-ltd,www.nostara.com,"Yeovil, United Kingdom","NOSTARA Delectable home fragrances made from natural ingredients The story of Nostara luxury home fragrance begins in 2017 in the heart of Somerset. With a previous career in teaching, Nikki Holt had enjoyed many happy years as a stay-at-home mum. The name, Nostara, was derived from Ostara, the Goddess of Spring, symbolising new beginnings: the perfect metaphor for the new venture. Nikki's goal was to create a range of natural soy wax candles and soy-based reed diffusers that look beautiful and smell amazing – the sort of products she wanted to buy for her own home. To this end, all of their essential oils are ethically and sustainably sourced, and with candles hand poured in the South West, the brand has a strong focus on local sourcing. Being fragrance-led with ethical sourcing is a top priority. There’s no doubt that Nostara was entering a crowded market, with candle sales currently rising faster than any other section of the British fragrance market. The challenges posed by selling fragrance online, particularly for an unknown startup, were not lost on them either. Their response has been to engage personally with their customers, with Nikki spending most of last year at top country and lifestyle events introducing the brand. It was an exhausting schedule but the customer-centric approach has proved highly successful: the brand has made genuine connections with customers, who, in turn, have welcomed the opportunity to meet such a passionate and proud business founder. The fledgling brand celebrated its second birthday last year with a launch party for its fabulous new fragrance, Leather & Vetiver. Nikki says, ‘Customers often asked us when we were going to do a more “manly” fragrance. Suggestions included coffee, gunpowder, beer and even petrol! We felt that many of our existing fragrances already had a diverse appeal but we took up the challenge and worked with our perfumer to design Leather & Vetiver, which has rich, dark undertones.’ Leather & Vetiver joined six other Nostara fragrances, ranging from Lime & Juniper and Bergamot & Black Tea to Ebony Rose & Burnished Amber. Nikki is currently developing new fragrances and formats to add to the carefully curated collection. Even as a young and growing brand, giving back has been very important. From its inception, the company has supported the Cystic Fibrosis Trust and is proud to have donated thousands to this cause. It has also contributed to many more charities by working closely with the Charity Fairs Association, which donated around £1.5 m in 2019. Nikki is optimistic about the growth of the brand – both in terms of her ability to create new lines that are timeless but still of the moment, and in her focus on building their digital presence on all social platforms to drive public awareness of their highly desirable collection."
Nova Leathers (Bristol) Ltd,https://homeandgift.co.uk/exhibitor/nova-leathers-bristol-ltd,www.novaleathers.co.uk,"Bristol, United Kingdom","Nova Leathers offers quality leather handbags, the casual Spirit collection and the increasingly poular Parisian David Jones brand."
NOVELTEA,https://homeandgift.co.uk/exhibitor/noveltea,www.noveltea-drinks.com,"Newcastle upon Tyne, United Kingdom","It goes without saying that Britain loves its tea - and as the craft and artisan alcohol markets show no sign of slowing down, it is clear we also love our spirits! As fervent fans of all things British, we saw a clear opportunity to combine these two passions, embarking on a journey of discovery to find the world's most perfect tea/spirit pairings imaginable. Blending the highest quality loose leaf teas (cold-brewed to extract a fuller more rounded flavour) with a range of expertly crafted spirits, our 'Tales' build on Britain's history of culinary innovation to deliver a 'Tea with Spirit.'"
N Smith & Co Limited,https://homeandgift.co.uk/exhibitor/n-smith--co-limited,www.nsmithbox.co.uk,"Dudley, United Kingdom","Offering a wide range of display & packaging solutions for retail, manufacturing & e-commerce, 119 years serving UK Businesses."
N.V.Bags & Accessories Ltd,https://homeandgift.co.uk/exhibitor/nvbags--accessories-ltd,www.nvbags.co.uk,"Bristol, United Kingdom","N.V. Bags & Accessories was established 20 years ago and continue to offer their ranges of ladies handbags at affordable prices without compromising on quality. The Envy Handbags Collections incorporate every day classics through to fashion in an array of fabrics and designs offering styles that include on trend colours in tote's, grab's, shoulder bags and clutch bags, and not forgetting our range of multi classics which continue to grow in popularity with every season. We have also added to our Woodlands Collection a small range of 'man bags'. Customers include high street department stores, boutiques, gift shops, museums, shoe shops and garden centres. To view the full collection on-line please register at www.nvbags.co.uk or email office@nvbags.co.uk to request a brochure."
One Hundred Stars Trading Ltd,https://homeandgift.co.uk/exhibitor/one-hundred-stars-trading-ltd,www.onehundredstars.co.uk,"Sheffield, United Kingdom",description
Opticaid UK Ltd,https://homeandgift.co.uk/exhibitor/opticaid-uk-ltd,www.opticaid.net,"Leeds, United Kingdom","At Opticaid we pride ourselves on selling REMALDI quality Ready Reading Glasses, Sunglasses and Overglasses that appeal to the design concious but also the more classic customer. Our range has broad appeal and is suitable for Department Stores, tourist attractions, gift shops, boutiques, pharmacies, garden centres and book shops. The range also works well on line and for our Mail Order customers. As the demand for quality readers continues to increase so does our range. We supply frames for ladies and mens, updated twice yearly to reflect current optical fashions and colour trends. Our RRP's are from only £12.99 and represent excellent value. As well as our Remaldi readers and sunglasses we also supply optical cords / chains, fun Spec Holders, Overglasses, Aluminium Credit Card Holders and now Signal Blocking Car Key Wallets ( to protect your vehicle from being stolen ). Opticaid founded over 30 years ago and has a professional team which prides itself on offering flexible and friendly customer service with a focus on quality. We have a great selection of display stands with manageable initial order quanities allowing you to repeat on the styles which sell well for you. There are no minimum order quantities or pack sizes for repeats, ensuring you remain in control of your inventory levels. For more information please phone or email and we would be happy to help. Alternatively call by at the Home & Gift festival Hall B Stand B18. We would love to hear from you."
Orchid Designs Ltd,https://homeandgift.co.uk/exhibitor/orchid-designs-ltd,www.athomeinthecountry.com,"Huddersfield, United Kingdom","We are a family firm and have been in the Gift Trade for over 40 years. We supply Garden Centres, Farm Shops, Stately Homes, Museums, Department Stores, Mail order catalogues and Independent retailers throughout the UK, Europe and many countries around the world. We design and produce home accessories, textiles, tableware, barware, cufflinks and giftware. Our collections are:- At home in the country textiles At home in the country Glasses Cases at home in the country Handkerchiefs At home in the country tableware At home in the country photograph frames At home in the country bone china At home in the country polished stainless steel At home in the country pewter At home in the country aluminium At home in the country silver plated tableware At home in the country enamel boxes and frames At home in the country Cufflinks At home in the country Jewellery"
Oriele Bronze,https://homeandgift.co.uk/exhibitor/oriele-bronze,philipturnercrafts.co.uk,"Tiverton, United Kingdom",description
Otus Designs Ltd,https://homeandgift.co.uk/exhibitor/otus-designs-ltd,www.otusdesigns.co.uk,"Seaford, United Kingdom",description
Pachamama,https://homeandgift.co.uk/exhibitor/pachamama,www.pachamamaknitwear.com,"London, United Kingdom","Pachamama is celebrating 30 years of trading! Our lovingly designed hand-knitted accessories, jackets and jumpers are made in Nepal from 100% wool often with a soft fleecy lining for extra warmth. We have everything from hats to socks, to homeware and handfelted decorations. Pachamama is a member of BAFTS - Fairtrade Network UK."
Parterre Fragrances,https://homeandgift.co.uk/exhibitor/parterre-fragrances,www.parterrefragrances.com,"Dorchester, United Kingdom",description
Paul Lamond Games,https://homeandgift.co.uk/exhibitor/paul-lamond-games-80ce352e,website,"London, United Kingdom",description
Peacock Supplies,https://homeandgift.co.uk/exhibitor/peacock-supplies,website,United Kingdom,description
Penny Lindop Designs Ltd,https://homeandgift.co.uk/exhibitor/penny-lindop-designs-ltd,www.pennylindop.com,United Kingdom,description
Peony Accessories,https://homeandgift.co.uk/exhibitor/peony-accessories,www.peonyonline.co.uk,"Hemel Hempstead, United Kingdom","Welcome to our Autumn 2020 collection of scarves and bags. Peony is a well established, reputable British brand. We have been supplying trend-led fashion accessories to independent retailers, department stores, garden centres and museums for almost 20 years. A distinct flair for colour palette and pattern detail creates the unique Peony signature across a wide range of fabrics. Our scarves and bags are designed in house and manufactured by selected specialist factories across Asia. We are a family run business and pride ourselves on our easy to wear styles, excellent quality and customer service. There is no minimum order and our collections are available on next day delivery with all stock being held in our Hertfordshire warehouse. We offer a bespoke service for customers that require it, please feel free to contact us if this is of interest. For a copy of our Autumn look book please call 01442 259046, e mail: sales@peonyonline.co.uk or download a copy from our web site."
Peper Harow Limited,https://homeandgift.co.uk/exhibitor/peper-harow-limited,www.peperharowengland.com,"Burgess Hill, United Kingdom","Founded in 2013, Peper Harow is a quintessentially British brand supplying customers across the globe with the highest quality socks, luxury accessories and exquisite gifts. Our designs are unique, fashionable and created to compliment the modern lifestyle of both men and women. Our name, Peper Harow comes from a Parish of the same name in Surrey with a cricket heritage dating back to 1727. The name is represented in our inspiration of British roots. ""Situated on lightly wooded ground sloping southward to the River Wey in the border area of Surrey and Hampshire in South East England, Peper Harow is a beautiful and tranquil place"" - excerpt from Peper Harow village website We are passionate about our products and take pride in ensuring our practices work proactively towards sustainability. Our socks are created by our dedicated team, working with state-of-the-art knitting technology and located in the UK."
Petals & Peas,https://homeandgift.co.uk/exhibitor/petals--peas,www.petalsandpeas.co.uk,"Falmouth, United Kingdom","Faux Floral designer based in Cornwall and supplying unique, beautiful high quality designs around the UK & Europe. Limited edition ranges, exclusive designs for your season, event & occasion designs A seasonal catalogue of designs or specify your own range for me to create. Recent clients include Harrods, the Blue Diamond Group & Hagen Grote ( Germany)"
Pigment,https://homeandgift.co.uk/exhibitor/pigment,website,"Harrogate, United Kingdom",description
Pintail Candles,https://homeandgift.co.uk/exhibitor/pintail-candles,www.pintailcandles.com,United Kingdom,"Shining Brightly Since 1993 Pintail Candles are one of the UK's best loved designer candle makers and a leading pioneer in creating the very first candle tins. We are renowned for developing fine fragrances and creating candles in on trend colours with classic styling at accessible prices. We offer a personal customer service and our very first customer over 25 years ago, is still stocking our candles today. All our candles are Made in Britain; hand poured in the little Cumbrian fishing village of Flookburgh. Our best selling collections include the iconic Paint Pot Candles in 40 fragrances, the Triple Wick Candles and Coordinate Candles in striking seasonal colours and the gold and glitzy Occasions Candles and Occasions Greeting Cards for all of life's happenings. The Elements candle ranges present our signature fragrances in trendy bespoke designs and complementary wax colours and are available in a small size, large triple wick size and as a glass candle. Our Scents of Christmas range is a yuletide extravaganza of our famous festive fragrances presented in opulent styling with evocative phrases including Christmas Eve, Winter Solstice and Midnight Mass. We also offer our trendy fragrances in a flame free option with our Reed Diffuser Collection and Refill Oils and our beautifully presented Wax Melts. To order your copy of our Autumn & Winter Catalogue please click to send us a message. Vegan Friendy - our candles do not contain any animal products. Our fragrances are sourced from UK fragrance houses and are not tested on animals. Recyclable - our candle tins are 100% recyclable. They are made using tinplate (made from steel) which contains recycled material and they are made in the UK which also helps to reduce their environmental impact. All our product containers can be recycled. Reusing - we always make the best use of our ingredients and materials; no wax is ever wasted. Boxes and packaging that we receive from suppliers is cut up and used again in our own cartons and parcels Authentic - we are a family business which has been making candles in the south of the Cumbrian Lake District for over 25 years. Our candles are made in the traditional way, individually hand poured, with care taken at every step. Many of our candle making team live on the doorstep, in the little fishing village of Flookburgh, while we source our ingredients as close to home as possible. Even our candle tins and wicks are made in the UK."
Pixalum,https://homeandgift.co.uk/exhibitor/pixalum,www.pixalum.com,"High Peak, United Kingdom","Pixalum jewellery create colourful eye-catching hand-made aluminium jewellery, designed and handmade by us in the UK. With a range of soft pastel colours through to the bright and bold, our designs are a colourful, stylish addition to any wardrobe and they are great to give as an unusual gift.

Our interest in patterning is inspired by natural forms and shapes, and the forms we use are simple and modern; an intriguing combination. These are carefully crafted, well thought out, stylish and functional pieces of design with high quality Sterling Silver fittings. . Our jewellery is lightweight & comfortable to wear and perfect to take you from day to evening."
PoM,https://homeandgift.co.uk/exhibitor/pom,www.pom925.com,"Trowbridge, United Kingdom","PoM design, create & source jewellery and accessories that women love to wear. From everyday essentials to occasion pieces, there’s lots to love at PoM.

Sterling silver is where we began and is still very much loved by the PoM team. Handmade sterling silver necklaces, earrings, bracelets and rings combine tactile design elements with fine quality craftsmanship to reflect our signature style with a laid-back sophistication we’re known for. Our best-selling spinning rings take silverwork to new heights and bring imaginative twists to beautifully chic styles.

We also stock an extensive gift jewellery collection, with an abundance of easy-to-wear pieces in a selection of rose gold, gold and pure silver-plated finishes. From contemporary to classic and statement styles, each design pays particular attention to detailing with an exceptional level of quality.

PoM scarves are designed to elevate any style, whether the occasion is formal, casual or something in between. And with prints designed exclusively for PoM, you’ll have access to scarves you won’t find anywhere else. Luxuriously soft fabrics, chic prints, metallic elements and tassels all make for a wonderfully cosy range.

We’ve extended our recycled scarf collection this season in a continuation of our goal to make PoM a greener company. Our passion has always been to create accessories that last and the addition of our recycled collection is a big step towards a much more sustainable range. We’ve also swapped plastic packaging for paper wraps on every scarf.

Add to this our super soft hats and you’ve got an autumn/winter accessory collection to fall head over heels for. From faux fur bobble hats to recycled beanies, there’s a hat to keep everyone cosy.

Luxury bamboo socks have been an instant hit with our PoM retailers. Not only do we create a stunning array of exclusive designs in beautifully rich colours, we ensure they’re presented exquisitely too. Our PoM branded sock boxes and labels make each pair a real treat and perfect for gifting.

Bags and purse are the ideal finishing touch for any style and make everyday elegance a breeze. Whether your customers love a cross-body bag, backpack or shoulder bag, there’s a PoM bag to suit. We also stock a selection of Vegan Leather bags which provide the look and feel of real leather for those who prefer their accessories Vegan-friendly.  

With all this and so much more from POM this season, you’ll be spoilt for choice.
 "
Portmeirion Group,https://homeandgift.co.uk/exhibitor/portmeirion-group,www.portmeiriongroup.com,"Stoke-on-Trent, United Kingdom","A significant force in the homewares industry, Portmeirion Group encompasses five quintessentially British brands: Portmeirion, Spode, Royal Worcester, Pimpernel and Wax Lyrical. It is a market leader in high quality and innovatively designed tableware, cookware, giftware, tabletop accessories and home fragrances.
 "
Potters Crouch Candles,https://homeandgift.co.uk/exhibitor/potters-crouch-candles,www.potterscrouchcandles.co.uk,"St Albans, United Kingdom",description
Powder Design Ltd,https://homeandgift.co.uk/exhibitor/powder-design-ltd,www.powder-uk.com,"Edinburgh, United Kingdom","Created in 2009 by award winning Design Director Lisa Beaumont, Powder has since grown a reputation for creating unique accessories that women just love to wear! Collections are effortlessly feminine and wearable, evoking both glamour and fun. Powder’s beautiful bespoke packaging makes their products perfect for either gifting or simply treating yourself. “I’m passionate about colour, texture and attention to detail, pull these elements together and you can create something loveable and quite irresistible!” Born in Edinburgh in 1969, by the age of 18 Lisa was working in metal work and furniture making, designing exclusive ranges for retailers Liberty and Peter Jones. Over the following 30 years she has created several brands, and developed collections for many successful companies. Powder is available in 1,000 stores in the UK and are currently moving into the International market place."
Powell-Craft Ltd,https://homeandgift.co.uk/exhibitor/powell-craft-ltd,powellcraft.com,"Brighton, United Kingdom","Powell Craft childrenswear has a nostalgic feel with retro prints and motifs and traditional shapes in natural fabrics. The range includes beautiful nightwear, pretty summer dresses, dungarees and rompers, soft cotton jersey jumpsuits and baby grows, knitted pram coats and jumpers, raincoats with matching umbrellas, and our cute leggings, socks and moccasins. Perfect gifs include nursery accessories, bamboo fibre tableware, a wide selection of rag dolls in three sizes, traditional toys including dressed bears, pram blankets and rocking chairs. Our ladies nightwear includes nightdresses, pyjamas and co-ordinating dressing gowns in classic white, delicate prints and vibrant chinoiserie. Men's pyjamas are available in stripes and prints. New for 2019 are nightshirts for both men and women in a variety of prints. All of our nightwear is made from 100% cotton. For the home, we have quilted bed throws, lace-trimmed tablecloths, runners and doilies, scented gifts including lavender hearts, lace parasols and covered coat hangers. Powell Craft has been established for over 50 years and we supply beautiful shops around the world. We offer a speedy short-order service and forward-order service, access to our image library, and supply clothing rails, mannequins, and gift boxes."
PPD Paperproducts Design GmBH,https://homeandgift.co.uk/exhibitor/ppd-paperproducts-design-gmbh,paperproductsdesign.de,"Meckenheim, Germany","As a creative brand, ""ppd"" forms the core of the entire company alongside Design @ Home and sniff. Twice a year we develop trendy and trend-oriented collections around the laid table and on the go with great attention to detail. With current colour trends and designs, we always provide new inspiration for your home. Whether elegant, playful or decorative - our modern home accessories and 2Go products offer a selection for every taste and make the grey everyday life a bit more colourful. Fashion-oriented, creative and trend-conscious - printed design napkins, colourful accessories for the laid table, as well as trendy lifestyle articles on the go form the product world of ppd. With our individual theme worlds, we respond to the wishes and preferences of our customers. For example, our 2Go products are the perfect companion for on the go, the colourful outdoor collection makes every picnic look like a dream holiday and our barbecue products are a real eye-catcher at every summer party."
Pr Accessories,https://homeandgift.co.uk/exhibitor/pr-accessories,website,"Nottingham, United Kingdom",description
Pretty Craft Ltd,https://homeandgift.co.uk/exhibitor/pretty-craft-ltd,website,"Aylesbury, United Kingdom",description
Pretty Pens Ltd,https://homeandgift.co.uk/exhibitor/pretty-pens-ltd,website,"Glasgow, United Kingdom",description
Pretty Pink Jewellery,https://homeandgift.co.uk/exhibitor/pretty-pink-jewellery,website,United Kingdom,description
PRETTY YOU LONDON,https://homeandgift.co.uk/exhibitor/pretty-you-london,prettyyoulondon.co.uk,"Manchester, United Kingdom","Pretty You London VIEW OUR CATALOGUE Since Pretty You London was created in 2014, we have established ourselves as a unique British brand, specialising in slippers and nightwear, each with added details to make women feel special in their own home. Our head designer Rebecca has over 30 years of design experience adding her own touch to each style to create the unique Pretty You London look. Rebecca and the team source the best quality faux furs and the softest materials to create an ageless collection which all feature our signature embellishments. It’s this attention to detail, along with our high standard of production that ensures we continue to deliver the luxury product range we have built our brand on. We truly believe Pretty You London is a brand that helps women of all ages invest in rest and helps them feel not only relaxed and rewarded but pretty; because after all, it’s the little things in life that give you happiness. Slippers Collection It is our attention to details which sets us apart. From the jewel embellishment details to the softest faux fur linings, our slipper collection offers something special. We’ve also designed and sourced quality box packaging to present the slippers as the perfect gift idea. Nightwear Collection Materials matter, so we’ve travelled across the world to find the softest materials that provide both comfort and value for money. We haven’t compromised on quality and durability either. Our sustainable Bamboo collection is a bestseller and it’s easy to see why page 12 of our catalogue. Welcome to Pretty You London xxx Contact for prices and all other enquiries Email: carla@prettyyoulondon.com Phone: +44 (0)161 947 8850"
Project Maya Seedball,https://homeandgift.co.uk/exhibitor/project-maya-seedball-eeb6c3cc,www.seedball.co.uk,"London, United Kingdom","Created by conservation scientists and 100% British made, Seedball is a unique innovation to help more people grow bee and butterfly-friendly wildflowers. Manufactured in-house using a mixture of UK-native seeds, clay, peat-free compost and chili powder, which create a protective casing against seed predators (such as birds and ants). They’re incredibly easy to use - scatter (no digging!) on top of soil, and with rain and warm sun the seeds will grow. Range of 15+ varieties in two different packaging forms. Multiple Award Winning - Gift of the Year 2017 (Eco-Friendly), Garden Retail Awards 2017 (Best New Gardening Product), Honest John Kit 2019 (Best Gift Under £20) and Great British Growing Awards 2019 (Best Product For Wildlife)."
PURE FASHIONS,https://homeandgift.co.uk/exhibitor/pure-fashions,www.purefashions.net,"London, United Kingdom","Pure Fashions is the UKs leading scarf wholesaler, offering the largest online selection of scarves in the UK. We pride ourselves on offering design led products at a competitive price whilst maintaining a focus on quality and value for money. Trading for over 15 years we have gained a wealth of knowledge and are widely regarded as an authority within the fashion accessory community. Our full catalogue is online at www.purefashions.net, the full Autumn /Winter range will be available in stock and on our website by mid August."
Pure Lakes Skincare Ltd,https://homeandgift.co.uk/exhibitor/pure-lakes-skincare-ltd,www.purelakes.co.uk,"Kendal, United Kingdom","Natural and Organic Skincare, hand made in the Lake District, offering a full skincare, bath and body, active and therapeuitc ranges as well as branded and private label options. Pure Lakes makes the highest quality skincare products using only the best natural ingredients. Natural to us means that our ingredients are derived from sustainable plants with the minimum amount of processing required. All our products are expertly created and made in our workshop All our products are cosmetically tested and approved. All our products are made ethically None of our products contain parabens or SLS and we never test on animals All products are made by our dedicated small team and we are committed to providing pure, effective skincare for the whole body Our small batch approach ensures high quality and freshness on every purchase We value excellence, precision and passion over mass production every time To minimise the adverse effect on the environment, we try to use produce that is either organically grown or grown with the minimum use of fertilisers or pesticides. The packaging that we use is from either recycled material or is recyclable/reusable in itself. We much prefer to use glass jars but where these are not appropriate we use plastic made from a biopolymer, one that is also fully recyclable."
Quail Designs Ltd,https://homeandgift.co.uk/exhibitor/quail-designs-ltd,www.quailceramics.co.uk,"Deal, United Kingdom",description
RÃ¤der GmbH,https://homeandgift.co.uk/exhibitor/rder-gmbh,www.raeder.de,"Bochum, Germany","Räder products tell of love and happiness, of laughter and of life itself. The magic of poetry that is reflected in the entire collection finds its way into our hearts. The longing for a little piece of poetry in your everyday life, the desire to give a special gift and to touch and warm someone’s heart with this gift is expressed in the sensitive design and the little messages. Every single product tells a little story about life itself. Räder products bring a little carefree moment into our everyday lives as a gift, a little memory, a loving request, a decoration or simply just to make someone smile."
Raisthorpe Manor,https://homeandgift.co.uk/exhibitor/raisthorpe-manor,website,United Kingdom,description
